Date,Probability
2020-12-11,0.606722
2020-12-14,0.6347151
2020-12-15,0.6447315
2020-12-16,0.63907826
2020-12-17,0.6314263
2020-12-18,0.6277784
2020-12-21,0.63092965
2020-12-22,0.6257902
2020-12-23,0.6155248
2020-12-24,0.61252683
2020-12-28,0.6278452
2020-12-29,0.6389977
2020-12-30,0.6512896
2020-12-31,0.68798757
2021-01-04,0.71450615
2021-01-05,0.72093
2021-01-06,0.7264157
2021-01-07,0.73095334
2021-01-08,0.73402864
2021-01-11,0.7380896
2021-01-12,0.73760027
2021-01-13,0.73603344
2021-01-14,0.7314571
2021-01-15,0.72219425
2021-01-19,0.71363425
2021-01-20,0.69897795
2021-01-21,0.6761369
2021-01-22,0.6545901
2021-01-25,0.6381423
2021-01-26,0.62618446
2021-01-27,0.6155118
2021-01-28,0.60276884
2021-01-29,0.5899328
2021-02-01,0.5896109
2021-02-02,0.6459524
2021-02-03,0.6838368
2021-02-04,0.6984355
2021-02-05,0.70332235
2021-02-08,0.7070804
2021-02-09,0.7103727
2021-02-10,0.7007732
2021-02-11,0.7075863
2021-02-12,0.7034732
2021-02-16,0.70164764
2021-02-17,0.6964911
2021-02-18,0.69458276
2021-02-19,0.6892753
2021-02-22,0.6855503
2021-02-23,0.6921421
2021-02-24,0.70391834
2021-02-25,0.7072462
2021-02-26,0.7112922
2021-03-01,0.7169147
2021-03-02,0.7182698
2021-03-03,0.71699506
2021-03-04,0.7089978
2021-03-05,0.70842093
2021-03-08,0.7164673
2021-03-09,0.7099461
2021-03-10,0.7139965
2021-03-11,0.72072494
2021-03-12,0.72200716
2021-03-15,0.72414744
2021-03-16,0.7246739
2021-03-17,0.7245206
2021-03-18,0.7241208
2021-03-19,0.71981424
2021-03-22,0.72167724
2021-03-23,0.7177024
2021-03-24,0.70682025
2021-03-25,0.69712925
2021-03-26,0.6557288
2021-03-29,0.60740656
2021-03-30,0.63183117
2021-03-31,0.6734061
2021-04-01,0.69706595
2021-04-05,0.7113617
2021-04-06,0.72438633
2021-04-07,0.7291243
2021-04-08,0.73328984
2021-04-09,0.73468935
2021-04-12,0.7342609
2021-04-13,0.7333163
2021-04-14,0.7355922
2021-04-15,0.73713976
2021-04-16,0.734468
2021-04-19,0.7227375
2021-04-20,0.7036868
2021-04-21,0.6875711
2021-04-22,0.6758699
2021-04-23,0.6617112
2021-04-26,0.6537032
2021-04-27,0.61720705
2021-04-28,0.60414374
2021-04-29,0.6257467
2021-04-30,0.64165366
2021-05-03,0.64905375
2021-05-04,0.6408636
2021-05-05,0.63358766
2021-05-06,0.6344961
2021-05-07,0.64417934
2021-05-10,0.64213943
2021-05-11,0.6521165
2021-05-12,0.66648716
2021-05-13,0.6727585
2021-05-14,0.6854529
2021-05-17,0.6919842
2021-05-18,0.69558793
2021-05-19,0.702016
2021-05-20,0.7067156
2021-05-21,0.7085672
2021-05-24,0.70684975
2021-05-25,0.7125616
2021-05-26,0.7139324
2021-05-27,0.7180459
2021-05-28,0.7213759
2021-06-01,0.7245404
2021-06-02,0.7205481
2021-06-03,0.7143139
2021-06-04,0.7126204
2021-06-07,0.71060765
2021-06-08,0.71326613
2021-06-09,0.71736354
2021-06-10,0.72122014
2021-06-11,0.72641265
2021-06-14,0.7287699
2021-06-15,0.72849244
2021-06-16,0.7224123
2021-06-17,0.7226795
2021-06-18,0.72214437
2021-06-21,0.72489303
2021-06-22,0.73170894
2021-06-23,0.72793347
2021-06-24,0.7331824
2021-06-25,0.7371114
2021-06-28,0.7336469
2021-06-29,0.72707283
2021-06-30,0.71908
2021-07-01,0.7060993
2021-07-02,0.68768233
2021-07-06,0.65828097
2021-07-07,0.6186321
2021-07-08,0.6235893
2021-07-09,0.6536645
2021-07-12,0.6699907
2021-07-13,0.6573388
2021-07-14,0.64269555
2021-07-15,0.6179332
2021-07-16,0.599013
2021-07-19,0.63851863
2021-07-20,0.6739601
2021-07-21,0.6804729
2021-07-22,0.6779462
2021-07-23,0.67601055
2021-07-26,0.6836671
2021-07-27,0.69479835
2021-07-28,0.70871437
2021-07-29,0.7010285
2021-07-30,0.71038496
2021-08-02,0.7170351
2021-08-03,0.73152506
2021-08-04,0.73554856
2021-08-05,0.73482025
2021-08-06,0.7267966
2021-08-09,0.71583545
2021-08-10,0.69815636
2021-08-11,0.6876716
2021-08-12,0.6614761
2021-08-13,0.63715905
2021-08-16,0.62479407
2021-08-17,0.62789476
2021-08-18,0.60849804
2021-08-19,0.5888496
2021-08-20,0.61907005
2021-08-23,0.67147636
2021-08-24,0.6978419
2021-08-25,0.70594054
2021-08-26,0.7098887
2021-08-27,0.71410686
2021-08-30,0.7120263
2021-08-31,0.71437943
2021-09-01,0.7264604
2021-09-02,0.7288349
2021-09-03,0.72914946
2021-09-07,0.72700685
2021-09-08,0.73209065
2021-09-09,0.7365378
2021-09-10,0.72996324
2021-09-13,0.71446055
2021-09-14,0.6936505
2021-09-15,0.6751436
2021-09-16,0.6685743
2021-09-17,0.6629619
2021-09-20,0.62424016
2021-09-21,0.5945439
2021-09-22,0.5893764
2021-09-23,0.605323
2021-09-24,0.6417272
2021-09-27,0.71015215
2021-09-28,0.7165927
2021-09-29,0.7140994
2021-09-30,0.7086963
2021-10-01,0.69824535
2021-10-04,0.6908453
2021-10-05,0.67663276
2021-10-06,0.65205765
2021-10-07,0.65648943
2021-10-08,0.64786917
2021-10-11,0.64110416
2021-10-12,0.6396931
2021-10-13,0.6481612
2021-10-14,0.6799609
2021-10-15,0.72135067
2021-10-18,0.73605585
2021-10-19,0.7402586
2021-10-20,0.7407303
2021-10-21,0.73520267
2021-10-22,0.7346947
2021-10-25,0.7274945
2021-10-26,0.7232972
2021-10-27,0.7174721
2021-10-28,0.71364963
2021-10-29,0.7107012
2021-11-01,0.7080853
2021-11-02,0.69451785
2021-11-03,0.67629397
2021-11-04,0.6705456
2021-11-05,0.6507058
2021-11-08,0.6241457
2021-11-09,0.6102717
2021-11-10,0.66203666
2021-11-11,0.714131
2021-11-12,0.75363743
2021-11-15,0.7714961
2021-11-16,0.737845
2021-11-17,0.67838514
2021-11-18,0.64124227
2021-11-19,0.65911
2021-11-22,0.68410945
2021-11-23,0.69853413
2021-11-24,0.7093253
2021-11-26,0.71476567
2021-11-29,0.7146308
2021-11-30,0.71279067
2021-12-01,0.7180723
2021-12-02,0.7174773
2021-12-03,0.7083162
2021-12-06,0.6813856
2021-12-07,0.64966565
2021-12-08,0.64115363
2021-12-09,0.6463521
2021-12-10,0.6588021
2021-12-13,0.6690043
2021-12-14,0.67621493
2021-12-15,0.6802529
2021-12-16,0.6828616
2021-12-17,0.6876667
2021-12-20,0.69863766
2021-12-21,0.6989879
2021-12-22,0.69900566
2021-12-23,0.70333093
2021-12-27,0.7146753
2021-12-28,0.72478384
2021-12-29,0.73199207
2021-12-30,0.7362799
2021-12-31,0.7353701
2022-01-03,0.72735745
2022-01-04,0.7209628
2022-01-05,0.69718796
2022-01-06,0.6624297
2022-01-07,0.6154916
2022-01-10,0.59033227
2022-01-11,0.5837568
2022-01-12,0.6016994
2022-01-13,0.6100902
2022-01-14,0.6058561
2022-01-18,0.6266824
2022-01-19,0.63950586
2022-01-20,0.63508713
2022-01-21,0.62460953
2022-01-24,0.62773466
2022-01-25,0.6338057
2022-01-26,0.6625363
2022-01-27,0.6785975
2022-01-28,0.69588995
2022-01-31,0.70482445
2022-02-01,0.7109606
2022-02-02,0.711386
2022-02-03,0.71230936
2022-02-04,0.7145551
2022-02-07,0.7150589
2022-02-08,0.71343875
2022-02-09,0.7116597
2022-02-10,0.709212
2022-02-11,0.70120245
2022-02-14,0.69082445
2022-02-15,0.68897396
2022-02-16,0.69400597
2022-02-17,0.7011843
2022-02-18,0.7000684
2022-02-22,0.69826245
2022-02-23,0.69234693
2022-02-24,0.6965188
2022-02-25,0.70806444
2022-02-28,0.7045876
2022-03-01,0.71058756
2022-03-02,0.71282274
2022-03-03,0.71812576
2022-03-04,0.71860254
2022-03-07,0.7196149
2022-03-08,0.71979755
2022-03-09,0.7260417
2022-03-10,0.7262619
2022-03-11,0.7236404
2022-03-14,0.71736234
2022-03-15,0.702274
2022-03-16,0.69699
2022-03-17,0.7138146
2022-03-18,0.7265379
2022-03-21,0.7353154
2022-03-22,0.7345763
2022-03-23,0.7356368
2022-03-24,0.73707324
2022-03-25,0.7337599
2022-03-28,0.7279575
2022-03-29,0.7178114
2022-03-30,0.70314384
2022-03-31,0.6861358
2022-04-01,0.68627685
2022-04-04,0.66477466
2022-04-05,0.63823843
2022-04-06,0.63851684
2022-04-07,0.6576578
2022-04-08,0.6823556
2022-04-11,0.7146025
2022-04-12,0.7194945
2022-04-13,0.69734293
2022-04-14,0.6725078
2022-04-18,0.64315194
2022-04-19,0.64021003
2022-04-20,0.6454336
2022-04-21,0.6721112
2022-04-22,0.6921037
2022-04-25,0.7014856
2022-04-26,0.7002537
2022-04-27,0.7113497
2022-04-28,0.7040582
2022-04-29,0.7120261
2022-05-02,0.7138685
2022-05-03,0.71490437
2022-05-04,0.7137553
2022-05-05,0.71329254
2022-05-06,0.7142713
2022-05-09,0.71001434
2022-05-10,0.7049771
2022-05-11,0.69117373
2022-05-12,0.68248665
2022-05-13,0.6800224
2022-05-16,0.6774746
2022-05-17,0.6799598
2022-05-18,0.6791756
2022-05-19,0.67814445
2022-05-20,0.67552924
2022-05-23,0.6909407
2022-05-24,0.6932128
2022-05-25,0.6994568
2022-05-26,0.70174277
2022-05-27,0.706993
2022-05-31,0.7059559
2022-06-01,0.7153846
2022-06-02,0.7134968
2022-06-03,0.71493876
2022-06-06,0.72271585
2022-06-07,0.72594637
2022-06-08,0.7273807
2022-06-09,0.7272905
2022-06-10,0.7296257
2022-06-13,0.72310585
2022-06-14,0.7076545
2022-06-15,0.70703405
2022-06-16,0.69335604
2022-06-17,0.67668706
2022-06-21,0.70725006
2022-06-22,0.7214268
2022-06-23,0.7252046
2022-06-24,0.73105305
2022-06-27,0.7359117
2022-06-28,0.73601586
2022-06-29,0.7308357
2022-06-30,0.7212161
2022-07-01,0.71160114
2022-07-05,0.7040842
2022-07-06,0.69592243
2022-07-07,0.70376647
2022-07-08,0.7179892
2022-07-11,0.72093207
2022-07-12,0.7226472
2022-07-13,0.72534215
2022-07-14,0.72831327
2022-07-15,0.7322429
2022-07-18,0.73191607
2022-07-19,0.734886
2022-07-20,0.73531914
2022-07-21,0.73066473
2022-07-22,0.7367717
2022-07-25,0.734418
2022-07-26,0.724459
2022-07-27,0.71320367
2022-07-28,0.70197266
2022-07-29,0.6950584
2022-08-01,0.68725234
2022-08-02,0.67950565
2022-08-03,0.6748342
2022-08-04,0.66841245
2022-08-05,0.64252263
2022-08-08,0.62174886
2022-08-09,0.5983696
2022-08-10,0.5923971
2022-08-11,0.6238103
2022-08-12,0.6703825
2022-08-15,0.70201856
2022-08-16,0.7004221
2022-08-17,0.678087
2022-08-18,0.6553197
2022-08-19,0.66792995
2022-08-22,0.66280913
2022-08-23,0.6411994
2022-08-24,0.6148001
2022-08-25,0.6295033
2022-08-26,0.6344232
2022-08-29,0.63350946
2022-08-30,0.6378412
2022-08-31,0.6406145
2022-09-01,0.6427456
2022-09-02,0.64818245
2022-09-06,0.6659178
2022-09-07,0.680471
2022-09-08,0.69118494
2022-09-09,0.7009186
2022-09-12,0.7097986
2022-09-13,0.7060088
2022-09-14,0.7094703
2022-09-15,0.71751505
2022-09-16,0.7191471
2022-09-19,0.72986794
2022-09-20,0.73258454
2022-09-21,0.73083204
2022-09-22,0.7115503
2022-09-23,0.6789079
2022-09-26,0.64483327
2022-09-27,0.6090671
2022-09-28,0.6001263
2022-09-29,0.61313283
2022-09-30,0.61535114
2022-10-03,0.6374447
2022-10-04,0.6564355
2022-10-05,0.6724724
2022-10-06,0.67984885
2022-10-07,0.68400306
2022-10-10,0.688708
2022-10-11,0.68958986
2022-10-12,0.69197416
2022-10-13,0.6927994
2022-10-14,0.6967782
2022-10-17,0.69794697
2022-10-18,0.69737667
2022-10-19,0.70011795
2022-10-20,0.69605696
2022-10-21,0.70696324
2022-10-24,0.7019712
2022-10-25,0.70484203
2022-10-26,0.7112963
2022-10-27,0.72087634
2022-10-28,0.7221761
2022-10-31,0.7278206
2022-11-01,0.73036915
2022-11-02,0.7317614
2022-11-03,0.72864264
2022-11-04,0.7212821
2022-11-07,0.71332496
2022-11-08,0.706087
2022-11-09,0.70095503
2022-11-10,0.7044685
2022-11-11,0.70960647
2022-11-14,0.7134725
2022-11-15,0.71583384
2022-11-16,0.7189145
2022-11-17,0.7165151
2022-11-18,0.7134331
2022-11-21,0.7081124
2022-11-22,0.6933187
2022-11-23,0.6893696
2022-11-25,0.6860347
2022-11-28,0.68520606
2022-11-29,0.68455213
2022-11-30,0.692458
2022-12-01,0.7083199
2022-12-02,0.7218071
2022-12-05,0.7262254
2022-12-06,0.728158
2022-12-07,0.726943
2022-12-08,0.7243276
2022-12-09,0.7262213
2022-12-12,0.7257029
2022-12-13,0.72341
2022-12-14,0.71795684
2022-12-15,0.7111084
2022-12-16,0.7015779
2022-12-19,0.69687134
2022-12-20,0.6987201
2022-12-21,0.6928783
2022-12-22,0.7002065
2022-12-23,0.7011845
2022-12-27,0.7002429
2022-12-28,0.7018352
2022-12-29,0.7029555
2022-12-30,0.7077584
